Cluster,Topics
1892,"administrator, whs, stations, portable, weather"
1893,"verification, telephony, ip, planner, personnel"
1894,"doing, dollar, facilities, consumables, supplies"
1895,"öld, development, hub, volunteer, 014549"
1896,"doing, dol800116, maintenance, civil, crew"
1897,"hr, harmonised, complaints, framework, implementation"
1898,"force, upgrade, hvac, police, panel"
1899,"fremantle, rockingham, peel, retail, zone"
1900,"2050, c14, avon, pantry, 85a"
1901,"rail, extension, cockburn, thornlie, yanchep"
1902,"physiotherapy, vincent, railway, extension, byford"
1903,"msb, db, shall, outlined, electrical"
1904,"member, implementing, control, document, review"
1905,"susana, averis, radiopharmaceuticals, sale, retail"
1906,"cuacmd2014, surface, plus, pro, i5"
1907,"reticulated, psup, conceptual, atco, gas"
1908,"dol, öld, site, storage, records"
1909,"dol, design, experience, user, ux"
1910,"communications, officer, line, ellenbrook, morley"
1911,"office, refurbishment, hbf, stadium, venueswest"
1912,"supply, bus, approximately, passenger, seats"
1913,"airport, gardening, support, program, maintenance"
1914,"clinipath, pritish, sanghadia, fibrosis, cystic"
1915,"design, high, education, playground, school"
1916,"feasibility, school, cost, playground, hospital"
1917,"modifications, partnership, ict, manager, program"
1918,"10x, 22, glas, 5x, finw1097820"
1919,"access, cuagas2016, ndis, cuatps2019, officer"
1920,"mechanical, health, upgrades, redevelopment, bentley"
1921,"portal, cctv, client, wsc, upgrade"
1922,"2021, equipment, kimberley, plant, hired"
1923,"thermo, redevelopment, implementation, maintenance, power"
1924,"remove, education, 1x, demountable, gla"
1925,"doj20200817, dome, 2023, recruitment, immigration"
1926,"audit, cua, compliance, 2018, cuaafa2018"
1927,"balcatta, school, primary, education, gla"
1928,"renovation, 58, fletcher, nimitz, exmouth"
1929,"mounts, chainage, 645, 610, 12kjs"
1930,"aboriginal, care, transition, people, program"
1931,"primary, senior, high, school, education"
1932,"dol800116, öld, pine, pallets, sdc"
1933,"contaminated, covid19, narrogin, link, connect"
1934,"upgrade, dhw, bms, g54, jmw"
1935,"technology, resource, transformation, development, personnel"
1936,"developer, net, 4342022, porvision, bid"
1937,"2019, 20, fin13, dpird2020027, analysis"
1938,"extension, link, cockburn, thornlie, yanchep"
1939,"southern, maintenance, various, nmhs, region"
1940,"doh202210329, online, portal, sprints, empired"
1941,"öld, transport, transportation, consultant, vertical"
1942,"aws, expert, voicefoundry, softphone, prosecution"
1943,"dol, response, purchase, pshb, lures"
1944,"domed, support, officer, louis, nicolaou"
1945,"hss202311297, procuremnet, hss, culture, measurement"
1946,"scope, oliver, jayden, adf, valuation"
1947,"doj, doing, dollars, program, reviews"
1948,"stage, heritage, coordinator, cyclone, seroja"
1949,"centre, ahu04, medical, charges, health"
1950,"additional, avm, embankment, silva, civil"
1951,"supply, fit, visual, audio, office"
1952,"öld, development, line, tool, budget"
1953,"license, dc, pro, adobe, acrobat"
1954,"customer, staff, engagement, strategic, communications"
1955,"servicewa, flaim, supply, region, midwest"
1956,"school, review, care, required, new"
1957,"office, general, independent, auditor, auditing"
1958,"a3, sportsback, cuacmd2014, pc, 500"
1959,"corporate, salesforce, os, enterprise, architecture"
1960,"doing, doherty, dol800116, financial, modelling"
1961,"supply, agilent, gcms, 5977b, 8890"
1962,"item, yamaha, xvs650, disposal, motorcycle"
1963,"station, architectural, supply, police, hospital"
1964,"trailers, mobility, tide, wapol08020, fabrication"
1965,"engineer, technical, developer, data, warehouse"
1966,"terminal, theft, delivery, supply, diesel"
1967,"perthstation, critical, replacement, supplies, lv"
1968,"eclipse, forensic, clinics, biology, vemp"
1969,"seeking, request, customer, described, offers"
1970,"development, support, monitoring, audit, evaluation"
1971,"dollar, öld, purchase, profiler, aquadopp"
1972,"aquaculture, purchase, upload, prison, order"
1973,"site, south, regular, health, cleaning"
1974,"agency, internet, stopping, horse, quarantine"
1975,"pch, furniture, reticulated, multifunction, supply"
1976,"doing, dollar, öld, engineer, civil"
1977,"manage, ventilation, oph, operational, budget"
1978,"communities, recruitment, infrastructure, sis, iwa"
1979,"program, extension, health, term, months"
1980,"advisory, network, private, cloud, cuagnict2015"
1981,"doherty, dol800116, building, mechanical, engineers"
1982,"x3, analyst, role, cuatps2019, healthnext"
1983,"wifi, l1, street, william, 140"
1984,"doj, dollar, central, esc, cannington"
1985,"support, cost, estimating, qs, gmscp"
1986,"iolan, furniture, tambellup, misconduct, upgrade"
1987,"budget, planner, desk, analyst, personnel"
1988,"100, phones, computers, monitors, pcs"
1989,"office, technology, misconduct, cleaning, coordination"
1990,"pb, onslow, 408a, pw921, 408b"
1991,"doing, dol800116, testing, security, cyber"
1992,"construction, senior, karratha, bay, garage"
1993,"500, claremont, community, construction, accommodation"
1994,"doing, high, analyst, capacity, sigalling"
1995,"college, senior, desktop, computers, cuacmd2014"
1996,"drawings, specification, construction, beams, lawn"
1997,"dec, po, network, 012870, engineer"
1998,"doj, dollars, office, chairs, seating"
1999,"coordinator, metronet, scheduling, depot, bellevue"
